,name,album,artists,year,release_date
,"Chichester Psalms: II. Psalm 23 ""Adonai ro-i, lo e?sar"" - Psalm 2:1-4 ""Lamah ragshu goyim""",Leonard Bernstein: A Tribute,"Leonard Bernstein, New York Philharmonic",1990,1990-12-14
,"Chichester Psalms: III. Psalm 131 ""Adonai, Adonai"" - Psalm 133:1 ""Hineh mah tov""",Leonard Bernstein: A Tribute,"Leonard Bernstein, New York Philharmonic",1990,1990-12-14
,"Symphonic Dances from West Side Story: No. 1, Prologue (Allegro moderato) -",Leonard Bernstein: A Tribute,"Leonard Bernstein, New York Philharmonic",1990,1990-12-14
,"Symphonic Dances from West Side Story: No. 2, Somewhere (Adagio) -",Leonard Bernstein: A Tribute,"Leonard Bernstein, New York Philharmonic",1990,1990-12-14
,"Symphonic Dances from West Side Story: No. 3, Scherzo (Vivace e leggiero) -",Leonard Bernstein: A Tribute,"Leonard Bernstein, New York Philharmonic",1990,1990-12-14
,"Symphonic Dances from West Side Story: No. 4, Mambo (Meno presto) -",Leonard Bernstein: A Tribute,"Leonard Bernstein, New York Philharmonic",1990,1990-12-14
,"Symphonic Dances from West Side Story: No. 5, Cha-cha (Andantino con grazia) -",Leonard Bernstein: A Tribute,"Leonard Bernstein, New York Philharmonic",1990,1990-12-14
,"Symphonic Dances from West Side Story: No. 6, Meeting Scene (Meno moso) -",Leonard Bernstein: A Tribute,"Leonard Bernstein, New York Philharmonic",1990,1990-12-14
,"Symphonic Dances from West Side Story: No. 7, Cool. Fugue (Allegretto) -",Leonard Bernstein: A Tribute,"Leonard Bernstein, New York Philharmonic",1990,1990-12-14
,"Symphonic Dances from West Side Story: No. 8, Rumble (Molto allegro)",Leonard Bernstein: A Tribute,"Leonard Bernstein, New York Philharmonic",1990,1990-12-14
,"Symphonic Dances from West Side Story: No. 9, Finale (Adagio)",Leonard Bernstein: A Tribute,"Leonard Bernstein, New York Philharmonic",1990,1990-12-14
,Rhapsody in Blue,Leonard Bernstein: A Tribute,"George Gershwin, Leonard Bernstein, Columbia Symphony Orchestra",1990,1990-12-14
,Symphony No. 5 in C-Sharp Minor: IV. Adagietto,Leonard Bernstein: A Tribute,"Gustav Mahler, Leonard Bernstein, New York Philharmonic",1990,1990-12-14
,The Unanswered Question (Revised Version),Leonard Bernstein: A Tribute,"Charles Ives, Leonard Bernstein, New York Philharmonic",1990,1990-12-14
,Black & White,Hunger,Janis Ian,1997,1997-09-16
,On the Dark Side of Town,Hunger,Janis Ian,1997,1997-09-16
,Might as Well Be Monday,Hunger,Janis Ian,1997,1997-09-16
,Getting Over You,Hunger,Janis Ian,1997,1997-09-16
,Searching for America,Hunger,Janis Ian,1997,1997-09-16
,Hunger,Hunger,Janis Ian,1997,1997-09-16
,Welcome to Acousticville,Hunger,Janis Ian,1997,1997-09-16
,Honor Them All,Hunger,Janis Ian,1997,1997-09-16
,Empty,Hunger,Janis Ian,1997,1997-09-16
,House Without a Heart,Hunger,Janis Ian,1997,1997-09-16
,Shadow,Hunger,Janis Ian,1997,1997-09-16
,Getting Over You - Strings Version,Hunger,Janis Ian,1997,1997-09-16
,Abomination Street,The Chocolate Wheelchair Album,Venetian Snares,2003,2003-10-27
,Too Young,The Chocolate Wheelchair Album,Venetian Snares,2003,2003-10-27
,Langside,The Chocolate Wheelchair Album,Venetian Snares,2003,2003-10-27
,Einstein-Rosen Bridge,The Chocolate Wheelchair Album,Venetian Snares,2003,2003-10-27
,Hand Throw,The Chocolate Wheelchair Album,Venetian Snares,2003,2003-10-27
,Epidermis,The Chocolate Wheelchair Album,Venetian Snares,2003,2003-10-27
,Ghetto Body Buddy,The Chocolate Wheelchair Album,Venetian Snares,2003,2003-10-27
,Sky Painted On Car,The Chocolate Wheelchair Album,Venetian Snares,2003,2003-10-27
,Martys Tardis,The Chocolate Wheelchair Album,Venetian Snares,2003,2003-10-27
,Herbie Goes Ballistic,The Chocolate Wheelchair Album,Venetian Snares,2003,2003-10-27
,Dad,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,Stairs Song,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,Tattoo,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,Gottrahmen,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,Suffocate,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,January,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,Crawlspace,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,In Quod,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,She,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,Cashew,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,Fraujager,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,Warm Body,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,Sink Snow Angel,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,"Yes Love, My Soul Is Black",Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,Icosikaipent,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,Earth,Winter in the Belly of a Snake,Venetian Snares,2003,2003-01-27
,"I Want U - Inner City Blue, Earth Mama Version",Closer Than Close,Rosie Gaines,1995,1995
,Are You Ready,Closer Than Close,Rosie Gaines,1995,1995
,Closer Than Close,Closer Than Close,Rosie Gaines,1995,1995
,Googaga,Closer Than Close,Rosie Gaines,1995,1995
,Turn Your Lights Down Low,Closer Than Close,Rosie Gaines,1995,1995
,My Tender Heart,Closer Than Close,Rosie Gaines,1995,1995
,I Almost Lost You,Closer Than Close,Rosie Gaines,1995,1995
,Slowman,Closer Than Close,Rosie Gaines,1995,1995
,Can You Handle It,Closer Than Close,Rosie Gaines,1995,1995
,Concrete Jungle,Closer Than Close,Rosie Gaines,1995,1995
,Get The Ghetto Off Your Mind,Closer Than Close,Rosie Gaines,1995,1995
,December 25th,Closer Than Close,Rosie Gaines,1995,1995
,I Want U - Purple Version,Closer Than Close,Rosie Gaines,1995,1995
,Les Jardins Esméraldins (Pour Caillard),Les Jardins Esméraldins (Pour Caillard),"Jahari Massamba Unit, Madlib, Karriem Riggins",2020,2020-11-02
,Screaming Blue Murder (Live),Glasgow 1982 (Live),Girlschool,2015,2015-04-14
,The Hunter (Live),Glasgow 1982 (Live),Girlschool,2015,2015-04-14
,Kick It Down (Live),Glasgow 1982 (Live),Girlschool,2015,2015-04-14
,You Got Me (Live),Glasgow 1982 (Live),Girlschool,2015,2015-04-14
,Race With The Devil (Live),Glasgow 1982 (Live),Girlschool,2015,2015-04-14
,When Your Blood Runs Cold (Live),Glasgow 1982 (Live),Girlschool,2015,2015-04-14
,Nothing To Lose (Live),Glasgow 1982 (Live),Girlschool,2015,2015-04-14
,Hit and Run (Live),Glasgow 1982 (Live),Girlschool,2015,2015-04-14
,Future Flash (Live),Glasgow 1982 (Live),Girlschool,2015,2015-04-14
,Live With Me (Live),Glasgow 1982 (Live),Girlschool,2015,2015-04-14
,Take It All Away (Live),Glasgow 1982 (Live),Girlschool,2015,2015-04-14
,Opening to New Perspectives,Life Flows Water,"Howard Givens, Craig Padilla",2015,2015-03-10
,Awakened Consciousness,Life Flows Water,"Howard Givens, Craig Padilla",2015,2015-03-10
,A Step Achieved,Life Flows Water,"Howard Givens, Craig Padilla",2015,2015-03-10
,Reflection and Metamorphosis,Life Flows Water,"Howard Givens, Craig Padilla",2015,2015-03-10
,Tide of the Opposition Moon,Life Flows Water,"Howard Givens, Craig Padilla",2015,2015-03-10
,Life Flows Water,Life Flows Water,"Howard Givens, Craig Padilla",2015,2015-03-10
,Shavasana,Life Flows Water,"Howard Givens, Craig Padilla",2015,2015-03-10
,Tedow,Triskaideka,Syndrone,2000,2000
,Could We,Triskaideka,Syndrone,2000,2000
,Wax Window,Triskaideka,Syndrone,2000,2000
,Im Gonna Die,Triskaideka,Syndrone,2000,2000
,Candidate,Triskaideka,Syndrone,2000,2000
,Triskaideka,Triskaideka,Syndrone,2000,2000
,Intrnlrrr,Triskaideka,Syndrone,2000,2000
,Pibda Greb6,Triskaideka,Syndrone,2000,2000
,Fdt-16,Triskaideka,Syndrone,2000,2000
,Track #10,Triskaideka,Syndrone,2000,2000
,Track #11,Triskaideka,Syndrone,2000,2000
,Track #12,Triskaideka,Syndrone,2000,2000
,Track #13,Triskaideka,Syndrone,2000,2000
,shaker flicker,Easy Pieces,Lateduster,2004,2004-01-01
,keno,Easy Pieces,Lateduster,2004,2004-01-01
,grunting and walking around in a circle,Easy Pieces,Lateduster,2004,2004-01-01
,milovanova (for vera),Easy Pieces,Lateduster,2004,2004-01-01
,a gallon of hope,Easy Pieces,Lateduster,2004,2004-01-01
,sonata,Easy Pieces,Lateduster,2004,2004-01-01
,hospital no. 32,Easy Pieces,Lateduster,2004,2004-01-01
,love theme (from variete),Easy Pieces,Lateduster,2004,2004-01-01
,She Remembers,The Best of Shari Ulrich,Shari Ulrich,2002,2002-01-01
,Somethins Gotta Give,The Best of Shari Ulrich,Shari Ulrich,2002,2002-01-01
,The One and Only,The Best of Shari Ulrich,Shari Ulrich,2002,2002-01-01
,Im Not The One,The Best of Shari Ulrich,Shari Ulrich,2002,2002-01-01
,Long Nights,The Best of Shari Ulrich,Shari Ulrich,2002,2002-01-01
,Oh Daddy,The Best of Shari Ulrich,Shari Ulrich,2002,2002-01-01
,Romeo,The Best of Shari Ulrich,Shari Ulrich,2002,2002-01-01
,The Lion,The Best of Shari Ulrich,Shari Ulrich,2002,2002-01-01
,Mysterious Child,The Best of Shari Ulrich,Shari Ulrich,2002,2002-01-01
,Bad Bad Girl,The Best of Shari Ulrich,Shari Ulrich,2002,2002-01-01
,Save It,The Best of Shari Ulrich,Shari Ulrich,2002,2002-01-01
,With or Without You,The Best of Shari Ulrich,Shari Ulrich,2002,2002-01-01
,Starlight,The Best of Shari Ulrich,Shari Ulrich,2002,2002-01-01
,Flying,The Best of Shari Ulrich,Shari Ulrich,2002,2002-01-01
,Cachexia,Salmataxia,Syndrone,2004,2004-04-10
,Where For Art,Salmataxia,Syndrone,2004,2004-04-10
,Pan_ic,Salmataxia,Syndrone,2004,2004-04-10
,Caste,Salmataxia,Syndrone,2004,2004-04-10
,Ntrld,Salmataxia,Syndrone,2004,2004-04-10
,Slo Ky,Salmataxia,Syndrone,2004,2004-04-10
,Cinco,Salmataxia,Syndrone,2004,2004-04-10
,Capital M,Salmataxia,Syndrone,2004,2004-04-10
,Pandem,Salmataxia,Syndrone,2004,2004-04-10
,Colnkft,Salmataxia,Syndrone,2004,2004-04-10
,Nttlduie,Salmataxia,Syndrone,2004,2004-04-10
,Incy By Inch,Salmataxia,Syndrone,2004,2004-04-10
,Cessation; Summation,Salmataxia,Syndrone,2004,2004-04-10
,La Closerie (Pour Prévost),La Closerie (Pour Prévost),"Jahari Massamba Unit, Madlib, Karriem Riggins",2020,2020-11-11
,Les Jardins Esméraldins (Pour Caillard),La Closerie (Pour Prévost),"Jahari Massamba Unit, Madlib, Karriem Riggins",2020,2020-11-11
,Another Body Drops - Explicit Album Version,Till Death Do Us Part,Cypress Hill,2004,2004-03-23
,Till Death Comes - Explicit Album Version,Till Death Do Us Part,Cypress Hill,2004,2004-03-23
,Latin Thugs (feat. Tego Calderón),Till Death Do Us Part,"Cypress Hill, Tego Calderon",2004,2004-03-23
,Ganja Bus (feat. Damian Marley) - Explicit Album Version,Till Death Do Us Part,"Cypress Hill, Damian Marley",2004,2004-03-23
,Busted In the Hood - Explicit Album Version,Till Death Do Us Part,Cypress Hill,2004,2004-03-23
,Money - Explicit Album Version,Till Death Do Us Part,Cypress Hill,2004,2004-03-23
,Never Know - Explicit Album Version,Till Death Do Us Part,Cypress Hill,2004,2004-03-23
,Last Laugh (feat. Prodigy & Twin) - Explicit Album Version,Till Death Do Us Part,"Cypress Hill, Prodigy, Twin",2004,2004-03-23
,Bong Hit - Explicit Album Version,Till Death Do Us Part,Cypress Hill,2004,2004-03-23
,Whats Your Number? (feat. Tim Armstrong),Till Death Do Us Part,"Cypress Hill, Tim Armstrong",2004,2004-03-23
,Once Again - Explicit Album Version,Till Death Do Us Part,Cypress Hill,2004,2004-03-23
,Number Seven - Explicit Album Version,Till Death Do Us Part,Cypress Hill,2004,2004-03-23
,One Last Cigarette - Explicit Album Version,Till Death Do Us Part,Cypress Hill,2004,2004-03-23
,Street Wars - Explicit Album Version,Till Death Do Us Part,Cypress Hill,2004,2004-03-23
,Till Death Do Us Part - Explicit Album Version,Till Death Do Us Part,Cypress Hill,2004,2004-03-23
,Eulogy - Explicit Album Version,Till Death Do Us Part,Cypress Hill,2004,2004-03-23
,Pigs,Cypress Hill,Cypress Hill,1991,1991-08-13
,How I Could Just Kill a Man,Cypress Hill,Cypress Hill,1991,1991-08-13
,Hand On the Pump,Cypress Hill,Cypress Hill,1991,1991-08-13
,Hole In the Head,Cypress Hill,Cypress Hill,1991,1991-08-13
,Ultraviolet Dreams,Cypress Hill,Cypress Hill,1991,1991-08-13
,Light Another,Cypress Hill,Cypress Hill,1991,1991-08-13
,The Phuncky Feel One,Cypress Hill,Cypress Hill,1991,1991-08-13
,Break It Up,Cypress Hill,Cypress Hill,1991,1991-08-13
,Real Estate,Cypress Hill,Cypress Hill,1991,1991-08-13
,Stoned Is the Way of the Walk,Cypress Hill,Cypress Hill,1991,1991-08-13
,Psycobetabuckdown,Cypress Hill,Cypress Hill,1991,1991-08-13
,Something for the Blunted,Cypress Hill,Cypress Hill,1991,1991-08-13
,Latin Lingo,Cypress Hill,Cypress Hill,1991,1991-08-13
,The Funky Cypress Hill Shit,Cypress Hill,Cypress Hill,1991,1991-08-13
,Tres Equis,Cypress Hill,Cypress Hill,1991,1991-08-13
,Born to Get Busy,Cypress Hill,Cypress Hill,1991,1991-08-13
,Riesling Pour Robert,Riesling Pour Robert,"Jahari Massamba Unit, Madlib, Karriem Riggins",2020,2020-11-18
,La Closerie (Pour Prévost),Riesling Pour Robert,"Jahari Massamba Unit, Madlib, Karriem Riggins",2020,2020-11-18
,Les Jardins Esméraldins (Pour Caillard),Riesling Pour Robert,"Jahari Massamba Unit, Madlib, Karriem Riggins",2020,2020-11-18
,Watermusic,Watermusic,William Basinski,2001,2001-01-15
,We Come from the Stars (Tronhjem Remix),We Come from the Stars (Tronhjem Remix),MALMØ,2018,2018-04-27
,Stone County,Saints & Sinners,Johnny Winter,1974,1974
,Blinded By Love,Saints & Sinners,Johnny Winter,1974,1974
,Thirty Days,Saints & Sinners,Johnny Winter,1974,1974
,Stray Cat Blues,Saints & Sinners,Johnny Winter,1974,1974
,Bad Luck Situation,Saints & Sinners,Johnny Winter,1974,1974
,Rollin Cross the Country,Saints & Sinners,Johnny Winter,1974,1974
,Riot In Cell Block #9,Saints & Sinners,Johnny Winter,1974,1974
,Hurtin so Bad,Saints & Sinners,Johnny Winter,1974,1974
,Bony Moronie,Saints & Sinners,Johnny Winter,1974,1974
,Feedback On Highway 101,Saints & Sinners,Johnny Winter,1974,1974
,Dirty,Saints & Sinners,Johnny Winter,1974,1974
,"String Quartet No. 1, Op. 7: Nicht zu rasch —",Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 1, Op. 7: Kraftig (nicht zu rasch) —",Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 1, Op. 7: Massig, langsame Viertel —",Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 1, Op. 7: Massig, heiter",Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 3, Op. 30: I. Moderato",Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 3, Op. 30: II. Adagio",Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 3, Op. 30: III. Intermezzo: Allegro moderato",Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 3, Op. 30: IV. Rondo: Molto moderato",Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 2, Op. 10: I. Massig",Schoenberg: Chamber Music,"Arnold Schoenberg, Susan Narucki, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 2, Op. 10: II. Sehr rasch",Schoenberg: Chamber Music,"Arnold Schoenberg, Susan Narucki, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 2, Op. 10: III. Litanei",Schoenberg: Chamber Music,"Arnold Schoenberg, Susan Narucki, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 2, Op. 10: IV. Entruckung",Schoenberg: Chamber Music,"Arnold Schoenberg, Susan Narucki, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 4, Op. 37: I. Allegro molto energico",Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 4, Op. 37: II. Comodo",Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 4, Op. 37: III. Largo",Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,"String Quartet No. 4, Op. 37: IV. Allegro",Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,"Verklärte Nacht, Op. 4: Sehr langsam",Schoenberg: Chamber Music,"Arnold Schoenberg, Jan Erik van Regteren Altena, Taco Kooistra, Schoenberg Quartet",2001,2001-08-01
,"Verklärte Nacht, Op. 4: (C) —",Schoenberg: Chamber Music,"Arnold Schoenberg, Jan Erik van Regteren Altena, Taco Kooistra, Schoenberg Quartet",2001,2001-08-01
,"Verklärte Nacht, Op. 4: Schwer betont —",Schoenberg: Chamber Music,"Arnold Schoenberg, Jan Erik van Regteren Altena, Taco Kooistra, Schoenberg Quartet",2001,2001-08-01
,"Verklärte Nacht, Op. 4: Sehr breit und langsam —",Schoenberg: Chamber Music,"Arnold Schoenberg, Jan Erik van Regteren Altena, Taco Kooistra, Schoenberg Quartet",2001,2001-08-01
,"Verklärte Nacht, Op. 4: Sehr ruhig",Schoenberg: Chamber Music,"Arnold Schoenberg, Jan Erik van Regteren Altena, Taco Kooistra, Schoenberg Quartet",2001,2001-08-01
,"Phantasy, Op. 47",Schoenberg: Chamber Music,"Arnold Schoenberg, Janneke van der Meer, Sepp Grotenhuis",2001,2001-08-01
,"Ode to Napoleon, Op. 41",Schoenberg: Chamber Music,"Arnold Schoenberg, Michael Grandage, Sepp Grotenhuis, Schoenberg Quartet",2001,2001-08-01
,"String Trio, Op. 45: Part I —",Schoenberg: Chamber Music,"Arnold Schoenberg, Janneke van der Meer, Henk Guittart, Viola de Hoog",2001,2001-08-01
,"String Trio, Op. 45: First Episode —",Schoenberg: Chamber Music,"Arnold Schoenberg, Janneke van der Meer, Henk Guittart, Viola de Hoog",2001,2001-08-01
,"String Trio, Op. 45: Part II —",Schoenberg: Chamber Music,"Arnold Schoenberg, Janneke van der Meer, Henk Guittart, Viola de Hoog",2001,2001-08-01
,"String Trio, Op. 45: Second Episode —",Schoenberg: Chamber Music,"Arnold Schoenberg, Janneke van der Meer, Henk Guittart, Viola de Hoog",2001,2001-08-01
,"String Trio, Op. 45: Part III",Schoenberg: Chamber Music,"Arnold Schoenberg, Janneke van der Meer, Henk Guittart, Viola de Hoog",2001,2001-08-01
,"6 Kleine Klavierstucke, Op. 19 (arr. H. Guittart): No. 1. Liecht, zart",Schoenberg: Chamber Music,"Arnold Schoenberg, Henk Guittart, Schoenberg Quartet",2001,2001-08-01
,"6 Kleine Klavierstucke, Op. 19 (arr. H. Guittart): No. 2. Langsam",Schoenberg: Chamber Music,"Arnold Schoenberg, Henk Guittart, Schoenberg Quartet",2001,2001-08-01
,"6 Kleine Klavierstucke, Op. 19 (arr. H. Guittart): No. 3. Sehr langsam Viertel",Schoenberg: Chamber Music,"Arnold Schoenberg, Henk Guittart, Schoenberg Quartet",2001,2001-08-01
,"6 Kleine Klavierstucke, Op. 19 (arr. H. Guittart): No. 4. Rasch, aber leicht",Schoenberg: Chamber Music,"Arnold Schoenberg, Henk Guittart, Schoenberg Quartet",2001,2001-08-01
,"6 Kleine Klavierstucke, Op. 19 (arr. H. Guittart): No. 5. Etwas rasch",Schoenberg: Chamber Music,"Arnold Schoenberg, Henk Guittart, Schoenberg Quartet",2001,2001-08-01
,"6 Kleine Klavierstucke, Op. 19 (arr. H. Guittart): No. 6. Sehr langsam",Schoenberg: Chamber Music,"Arnold Schoenberg, Henk Guittart, Schoenberg Quartet",2001,2001-08-01
,"Wind Quintet, Op. 26 (arr. H. Guittart): I. Schwungvoll",Schoenberg: Chamber Music,"Arnold Schoenberg, Henk Guittart, Jan Erik van Regteren Altena, Schoenberg Quartet",2001,2001-08-01
,"Wind Quintet, Op. 26 (arr. H. Guittart): II. Anmutig und heiter, scherzando",Schoenberg: Chamber Music,"Arnold Schoenberg, Henk Guittart, Jan Erik van Regteren Altena, Schoenberg Quartet",2001,2001-08-01
,"Wind Quintet, Op. 26 (arr. H. Guittart): III. Etwas langsam - Poco adagio",Schoenberg: Chamber Music,"Arnold Schoenberg, Henk Guittart, Jan Erik van Regteren Altena, Schoenberg Quartet",2001,2001-08-01
,"Wind Quintet, Op. 26 (arr. H. Guittart): IV. Rondo",Schoenberg: Chamber Music,"Arnold Schoenberg, Henk Guittart, Jan Erik van Regteren Altena, Schoenberg Quartet",2001,2001-08-01
,String Quartet in D Major: I. Allegro molto,Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,String Quartet in D Major: II. Intermezzo: Andantino grazioso,Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,String Quartet in D Major: III. Andante con moto,Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
,String Quartet in D Major: IV. Allegro - Presto,Schoenberg: Chamber Music,"Arnold Schoenberg, Schoenberg Quartet",2001,2001-08-01
